Date, Open, High, Low, Close
08/14/15, 5025.92, 5051.90, 5012.61, 5048.24
08/13/15, 5050.94, 5071.46, 5029.61, 5033.56
08/12/15, 4994.52, 5055.75, 4945.79, 5044.39
08/11/15, 5069.16, 5089.33, 5013.44, 5036.79
08/10/15, 5081.72, 5112.47, 5081.11, 5101.80
08/07/15, 5043.97, 5055.56, 5006.15, 5043.54
08/06/15, 5146.63, 5149.93, 5035.41, 5056.44
08/05/15, 5132.77, 5175.27, 5131.86, 5139.94
08/04/15, 5110.96, 5125.90, 5092.46, 5105.55
08/03/15, 5134.34, 5143.08, 5082.32, 5115.38
07/31/15, 5148.18, 5155.02, 5122.37, 5128.28
07/30/15, 5100.30, 5135.65, 5070.62, 5128.78
07/29/15, 5097.86, 5117.84, 5080.04, 5111.73
07/28/15, 5063.44, 5097.68, 5025.60, 5089.21
07/27/15, 5055.93, 5072.88, 5032.69, 5039.78
07/24/15, 5166.91, 5167.54, 5084.51, 5088.63
07/23/15, 5180.33, 5197.00, 5137.65, 5146.41
07/22/15, 5146.03, 5184.74, 5145.78, 5171.77
07/21/15, 5219.20, 5229.00, 5196.31, 5208.12
07/20/15, 5223.18, 5231.94, 5201.49, 5218.86
07/17/15, 5196.11, 5210.16, 5183.23, 5210.14
07/16/15, 5138.18, 5163.18, 5128.56, 5163.18
07/15/15, 5111.11, 5125.32, 5088.12, 5098.94
07/14/15, 5077.12, 5116.52, 5075.12, 5104.89
07/13/15, 5037.27, 5074.81, 5036.68, 5071.51
07/10/15, 4981.24, 5008.06, 4966.51, 4997.70
07/09/15, 4976.15, 4982.19, 4920.40, 4922.40
07/08/15, 4953.98, 4965.45, 4901.51, 4909.76
07/07/15, 4993.76, 5002.00, 4902.21, 4997.46
07/06/15, 4963.80, 5020.71, 4960.93, 4991.94
07/02/15, 5024.30, 5027.47, 4990.74, 5009.21
07/01/15, 5029.05, 5038.55, 4994.47, 5013.12
06/30/15, 5000.15, 5008.76, 4968.26, 4986.87
06/29/15, 5021.21, 5051.01, 4956.23, 4958.47
06/26/15, 5113.26, 5121.47, 5060.82, 5080.51
06/25/15, 5139.48, 5141.71, 5102.16, 5112.19
06/24/15, 5151.38, 5164.36, 5121.64, 5122.41
06/23/15, 5161.68, 5163.41, 5139.33, 5160.09
06/22/15, 5147.87, 5162.13, 5142.78, 5153.97
06/19/15, 5139.77, 5140.17, 5113.94, 5117.00
06/18/15, 5082.06, 5143.32, 5082.03, 5132.95
06/17/15, 5067.68, 5080.11, 5042.25, 5064.88
06/16/15, 5023.58, 5063.06, 5022.56, 5055.55
06/15/15, 5011.79, 5035.37, 4985.94, 5029.97
06/12/15, 5060.24, 5067.96, 5043.24, 5051.10
06/11/15, 5088.26, 5101.40, 5075.05, 5082.51
06/10/15, 5029.41, 5086.66, 5024.18, 5076.69
06/09/15, 5013.13, 5027.02, 4974.61, 5013.87
06/08/15, 5066.65, 5069.00, 5014.06, 5021.63
06/05/15, 5057.04, 5074.98, 5025.52, 5068.46
06/04/15, 5078.22, 5101.11, 5046.29, 5059.12
06/03/15, 5098.48, 5114.60, 5084.99, 5099.23
06/02/15, 5063.47, 5100.02, 5047.35, 5076.52
06/01/15, 5094.94, 5099.01, 5045.67, 5082.93
05/29/15, 5093.10, 5099.40, 5057.59, 5070.03
05/28/15, 5096.34, 5106.65, 5080.25, 5097.98
05/27/15, 5047.86, 5111.53, 5039.37, 5106.59
05/26/15, 5076.91, 5081.17, 5016.73, 5032.75
05/22/15, 5085.39, 5103.84, 5085.19, 5089.36
05/21/15, 5065.94, 5098.23, 5062.52, 5090.79
05/20/15, 5072.44, 5097.52, 5050.22, 5071.74
05/19/15, 5080.44, 5087.35, 5062.80, 5070.03
05/18/15, 5040.92, 5084.50, 5037.54, 5078.44
05/15/15, 5059.15, 5062.65, 5034.84, 5048.29
05/14/15, 5016.68, 5051.72, 4999.66, 5050.80
05/13/15, 4991.42, 5012.97, 4977.49, 4981.69
05/12/15, 4966.44, 4995.50, 4931.60, 4976.19
05/11/15, 5003.26, 5017.38, 4992.02, 4993.57
05/08/15, 4991.63, 5014.33, 4989.26, 5003.55
05/07/15, 4917.75, 4957.12, 4914.53, 4945.54
05/06/15, 4956.70, 4965.10, 4888.17, 4919.64
05/05/15, 5000.19, 5008.27, 4934.34, 4939.33
05/04/15, 5018.35, 5043.62, 5013.02, 5016.93
05/01/15, 4966.32, 5005.39, 4962.74, 5005.39
04/30/15, 4996.99, 5015.96, 4921.56, 4941.42
04/29/15, 5028.45, 5053.84, 4999.83, 5023.64
04/28/15, 5063.26, 5075.30, 5006.28, 5055.42
04/27/15, 5104.36, 5119.83, 5053.54, 5060.25
04/24/15, 5096.34, 5100.37, 5081.22, 5092.08
04/23/15, 5020.22, 5073.09, 5019.30, 5056.06
04/22/15, 5026.57, 5040.65, 4992.62, 5035.17
04/21/15, 5023.96, 5028.22, 5009.51, 5014.10
04/20/15, 4958.07, 5000.20, 4952.68, 4994.60
04/17/15, 4966.11, 4974.09, 4912.32, 4931.81
04/16/15, 4999.36, 5016.00, 4996.00, 5007.79
04/15/15, 4992.62, 5021.19, 4989.24, 5011.02
04/14/15, 4988.82, 4996.82, 4952.01, 4977.29
04/13/15, 5001.56, 5024.25, 4985.97, 4988.25
04/10/15, 4977.03, 4996.09, 4970.02, 4995.98
04/09/15, 4950.84, 4975.93, 4928.11, 4974.56
04/08/15, 4914.15, 4956.72, 4914.15, 4950.82
04/07/15, 4917.50, 4948.88, 4909.77, 4910.23
04/06/15, 4855.94, 4929.63, 4852.91, 4917.32
04/02/15, 4885.41, 4901.32, 4872.96, 4886.94
04/01/15, 4894.36, 4899.38, 4844.39, 4880.23
03/31/15, 4925.91, 4940.88, 4899.31, 4900.88
03/30/15, 4921.78, 4948.46, 4921.12, 4947.44
03/27/15, 4863.74, 4899.26, 4859.66, 4891.22
03/26/15, 4835.72, 4889.22, 4825.93, 4863.36
03/25/15, 5002.83, 5006.76, 4876.52, 4876.52
03/24/15, 5010.10, 5032.48, 4994.56, 4994.73
03/23/15, 5020.60, 5031.39, 5010.97, 5010.97
03/20/15, 5033.47, 5042.14, 5020.07, 5026.42
03/19/15, 4982.02, 5000.02, 4979.94, 4992.38
03/18/15, 4926.83, 5001.57, 4907.72, 4982.83
03/17/15, 4912.65, 4944.91, 4907.02, 4937.43
03/16/15, 4897.27, 4929.94, 4889.09, 4929.51
03/13/15, 4885.54, 4904.47, 4842.80, 4871.76
03/12/15, 4853.98, 4895.80, 4853.20, 4893.29
03/11/15, 4866.94, 4876.09, 4846.78, 4849.94
03/10/15, 4899.51, 4903.44, 4859.80, 4859.79
03/09/15, 4936.08, 4950.47, 4920.82, 4942.44
03/06/15, 4967.24, 4982.93, 4918.63, 4927.37
03/05/15, 4979.95, 4993.52, 4963.10, 4982.81
03/04/15, 4961.24, 4973.32, 4938.90, 4967.14
03/03/15, 4990.70, 4996.66, 4956.07, 4979.90
03/02/15, 4973.43, 5008.57, 4972.01, 5008.10
02/27/15, 4985.03, 4989.25, 4960.88, 4963.53
02/26/15, 4969.27, 4989.10, 4955.51, 4987.89
02/25/15, 4960.36, 4984.23, 4956.00, 4967.14
02/24/15, 4956.21, 4971.18, 4945.14, 4968.12
02/23/15, 4953.10, 4960.97, 4939.56, 4960.97
02/20/15, 4919.78, 4957.02, 4905.59, 4955.97
02/19/15, 4901.51, 4929.53, 4900.63, 4924.70
02/18/15, 4890.84, 4907.50, 4885.60, 4906.36
02/17/15, 4889.98, 4901.89, 4880.64, 4899.27
02/13/15, 4869.73, 4893.84, 4860.13, 4893.84
02/12/15, 4828.08, 4857.61, 4823.57, 4857.61
02/11/15, 4788.37, 4810.36, 4780.13, 4801.18
02/10/15, 4754.63, 4793.27, 4737.12, 4787.64
02/09/15, 4723.73, 4749.47, 4719.61, 4726.01
02/06/15, 4768.85, 4787.18, 4731.22, 4744.40
02/05/15, 4729.65, 4767.38, 4722.80, 4765.10
02/04/15, 4699.81, 4744.32, 4697.79, 4716.70
02/03/15, 4693.25, 4727.74, 4670.82, 4727.74
02/02/15, 4650.60, 4676.69, 4580.46, 4676.69
01/30/15, 4671.20, 4703.82, 4631.10, 4635.24
01/29/15, 4635.73, 4688.41, 4601.77, 4683.41
01/28/15, 4740.69, 4742.06, 4637.48, 4637.99
01/27/15, 4698.23, 4721.88, 4659.84, 4681.50
01/26/15, 4752.36, 4774.18, 4734.20, 4771.76
01/23/15, 4748.19, 4771.18, 4737.95, 4757.88
01/22/15, 4690.93, 4752.59, 4644.57, 4750.40
01/21/15, 4641.95, 4692.47, 4629.59, 4667.42
01/20/15, 4655.84, 4665.65, 4601.10, 4654.85
01/16/15, 4566.38, 4635.82, 4563.10, 4634.38
01/15/15, 4657.46, 4663.96, 4567.39, 4570.82
01/14/15, 4610.76, 4655.37, 4595.98, 4639.32
01/13/15, 4708.74, 4751.34, 4624.28, 4661.50
01/12/15, 4714.07, 4715.81, 4650.66, 4664.71
01/09/15, 4744.47, 4744.71, 4681.24, 4704.07
01/08/15, 4689.54, 4741.38, 4688.02, 4736.19
01/07/15, 4626.84, 4652.72, 4613.91, 4650.47
01/06/15, 4666.85, 4667.33, 4567.59, 4592.74
01/05/15, 4700.34, 4702.77, 4641.47, 4652.57
01/02/15, 4760.24, 4777.01, 4698.11, 4726.81
12/31/14, 4790.53, 4806.43, 4734.10, 4736.05
12/30/14, 4793.61, 4803.90, 4772.89, 4777.44
12/29/14, 4801.26, 4813.72, 4798.90, 4806.91
12/26/14, 4788.06, 4814.95, 4787.85, 4806.86
12/24/14, 4770.12, 4787.57, 4768.66, 4773.47
12/23/14, 4798.03, 4798.06, 4761.39, 4765.42
12/22/14, 4759.04, 4781.93, 4757.81, 4781.42
12/19/14, 4752.60, 4782.13, 4738.29, 4765.38
12/18/14, 4712.39, 4748.40, 4697.09, 4748.40
12/17/14, 4556.90, 4651.90, 4550.70, 4644.31
12/16/14, 4572.79, 4645.19, 4547.31, 4547.83
12/15/14, 4679.67, 4690.59, 4592.43, 4605.16
12/12/14, 4665.35, 4707.91, 4653.60, 4653.60
12/11/14, 4704.65, 4759.88, 4699.43, 4708.16
12/10/14, 4754.42, 4766.64, 4679.25, 4684.03
12/09/14, 4685.20, 4768.41, 4674.38, 4766.47
12/08/14, 4769.76, 4793.24, 4722.91, 4740.69
12/05/14, 4776.57, 4788.98, 4769.64, 4780.76
12/04/14, 4772.00, 4785.41, 4753.71, 4769.44
12/03/14, 4761.31, 4781.38, 4745.14, 4774.47
12/02/14, 4732.97, 4761.63, 4729.76, 4755.81
12/01/14, 4777.73, 4782.07, 4724.62, 4727.35
11/28/14, 4797.10, 4810.86, 4786.72, 4791.63
11/26/14, 4760.23, 4788.00, 4757.48, 4787.32
11/25/14, 4762.39, 4774.52, 4749.92, 4758.25
11/24/14, 4725.17, 4755.02, 4723.62, 4754.89
11/21/14, 4751.01, 4751.60, 4700.73, 4712.97
11/20/14, 4655.20, 4702.97, 4653.32, 4701.87
11/19/14, 4694.78, 4696.20, 4655.72, 4675.71
11/18/14, 4674.84, 4709.83, 4674.30, 4702.44
11/17/14, 4678.44, 4689.53, 4655.19, 4671.00
11/14/14, 4679.85, 4688.74, 4664.31, 4688.54
11/13/14, 4681.56, 4703.10, 4664.27, 4680.14
11/12/14, 4644.63, 4678.58, 4643.78, 4675.13
11/11/14, 4649.19, 4661.22, 4640.24, 4660.56
11/10/14, 4635.10, 4653.38, 4626.49, 4651.62
11/07/14, 4636.89, 4638.80, 4606.81, 4632.53
11/06/14, 4616.78, 4639.17, 4604.76, 4638.47
11/05/14, 4649.47, 4650.39, 4607.73, 4620.72
11/04/14, 4623.77, 4635.95, 4594.91, 4623.64
11/03/14, 4633.71, 4654.18, 4627.43, 4638.91
10/31/14, 4639.45, 4641.51, 4616.58, 4630.74
10/30/14, 4532.10, 4575.50, 4521.78, 4566.14
10/29/14, 4551.37, 4564.44, 4517.02, 4549.23
10/28/14, 4505.73, 4564.29, 4505.10, 4564.29
10/27/14, 4469.02, 4489.60, 4450.29, 4485.93
10/24/14, 4459.46, 4486.26, 4445.85, 4483.72
10/23/14, 4427.44, 4475.55, 4421.56, 4452.79
10/22/14, 4429.16, 4435.86, 4381.28, 4382.85
10/21/14, 4359.17, 4419.48, 4356.10, 4419.48
10/20/14, 4254.16, 4316.87, 4248.22, 4316.07
10/17/14, 4275.09, 4296.10, 4241.67, 4258.44
10/16/14, 4133.25, 4246.02, 4131.65, 4217.39
10/15/14, 4154.10, 4231.54, 4116.60, 4215.32
10/14/14, 4246.23, 4281.34, 4212.82, 4227.17
10/13/14, 4274.90, 4303.82, 4212.86, 4213.66
10/10/14, 4354.63, 4380.51, 4276.24, 4276.24
10/09/14, 4458.29, 4464.13, 4377.28, 4378.34
10/08/14, 4385.70, 4473.73, 4355.34, 4468.59
10/07/14, 4433.91, 4441.76, 4385.15, 4385.20
10/06/14, 4492.40, 4496.26, 4444.10, 4454.80
10/03/14, 4456.81, 4488.07, 4445.72, 4475.62
10/02/14, 4421.25, 4441.94, 4367.74, 4430.19
10/01/14, 4486.65, 4486.78, 4409.30, 4422.09
09/30/14, 4512.64, 4522.06, 4483.91, 4493.39
09/29/14, 4465.84, 4515.24, 4464.44, 4505.85
09/26/14, 4476.48, 4515.75, 4475.48, 4512.19
09/25/14, 4540.82, 4546.93, 4466.64, 4466.75
09/24/14, 4514.92, 4557.27, 4500.13, 4555.22
09/23/14, 4511.32, 4536.03, 4508.42, 4508.69
09/22/14, 4568.45, 4568.87, 4513.12, 4527.69
09/19/14, 4606.13, 4610.57, 4563.44, 4579.79
09/18/14, 4575.74, 4593.98, 4572.62, 4593.43
09/17/14, 4553.96, 4582.40, 4539.36, 4562.19
09/16/14, 4502.11, 4558.23, 4499.87, 4552.76
09/15/14, 4567.45, 4567.47, 4506.73, 4518.90
09/12/14, 4588.77, 4590.08, 4555.68, 4567.60
09/11/14, 4567.64, 4591.81, 4559.75, 4591.81
09/10/14, 4554.15, 4587.10, 4544.84, 4586.52
09/09/14, 4588.83, 4599.03, 4544.44, 4552.29
09/08/14, 4579.06, 4600.40, 4570.23, 4592.29
09/05/14, 4560.63, 4583.00, 4542.74, 4582.90
09/04/14, 4581.52, 4603.15, 4553.31, 4562.29
09/03/14, 4610.14, 4610.14, 4565.38, 4572.57
09/02/14, 4592.42, 4598.64, 4576.81, 4598.19
08/29/14, 4571.76, 4580.27, 4553.78, 4580.27
08/28/14, 4552.55, 4565.96, 4546.62, 4557.69
08/27/14, 4574.35, 4575.82, 4561.84, 4569.62
08/26/14, 4563.81, 4575.59, 4556.78, 4570.64
08/25/14, 4563.72, 4571.14, 4547.78, 4557.35
08/22/14, 4534.87, 4547.24, 4521.77, 4538.55
08/21/14, 4526.72, 4534.00, 4513.81, 4532.10
08/20/14, 4517.75, 4533.01, 4515.73, 4526.48
08/19/14, 4514.26, 4528.91, 4513.92, 4527.51
08/18/14, 4490.53, 4509.16, 4486.43, 4508.31
08/15/14, 4479.64, 4482.47, 4427.13, 4464.93
08/14/14, 4438.13, 4453.00, 4433.94, 4453.00
08/13/14, 4407.86, 4434.31, 4403.64, 4434.13
08/12/14, 4394.69, 4407.08, 4371.84, 4389.25
08/11/14, 4387.38, 4415.78, 4384.15, 4401.33
08/08/14, 4340.88, 4373.11, 4327.87, 4370.90
08/07/14, 4373.24, 4379.70, 4321.89, 4334.97
08/06/14, 4326.28, 4378.99, 4325.04, 4355.05
08/05/14, 4364.59, 4383.02, 4333.58, 4352.84
08/04/14, 4365.62, 4395.38, 4343.03, 4383.89
08/01/14, 4363.39, 4385.05, 4324.02, 4352.64
07/31/14, 4421.29, 4430.80, 4367.15, 4369.77
07/30/14, 4468.44, 4476.06, 4444.51, 4462.90
07/29/14, 4456.07, 4470.97, 4441.03, 4442.70
07/28/14, 4451.12, 4455.39, 4413.91, 4444.91
07/25/14, 4448.06, 4457.95, 4430.43, 4449.56
07/24/14, 4481.61, 4485.50, 4465.93, 4472.11
07/23/14, 4468.16, 4480.73, 4457.94, 4473.70
07/22/14, 4444.94, 4464.13, 4443.35, 4456.02
07/21/14, 4421.20, 4432.41, 4404.50, 4424.70
07/18/14, 4379.94, 4434.43, 4378.22, 4432.15
07/17/14, 4411.52, 4425.38, 4352.23, 4363.45
07/16/14, 4446.17, 4448.87, 4419.71, 4425.97
07/15/14, 4444.91, 4451.93, 4389.70, 4416.39
07/14/14, 4441.39, 4451.60, 4432.95, 4440.42
07/11/14, 4401.05, 4417.16, 4389.29, 4415.49
07/10/14, 4352.03, 4415.85, 4351.04, 4396.20
07/09/14, 4403.03, 4421.93, 4388.01, 4419.03
07/08/14, 4442.87, 4443.56, 4372.04, 4391.46
07/07/14, 4477.74, 4478.02, 4447.60, 4451.53
07/03/14, 4472.89, 4485.93, 4463.85, 4485.93
07/02/14, 4457.86, 4466.92, 4450.88, 4457.73
07/01/14, 4424.71, 4471.59, 4424.43, 4458.65
06/30/14, 4398.37, 4417.47, 4396.59, 4408.18
06/27/14, 4371.80, 4398.85, 4371.60, 4397.93
06/26/14, 4379.44, 4379.81, 4347.45, 4379.05
06/25/14, 4341.82, 4383.55, 4339.41, 4379.76
06/24/14, 4367.90, 4399.87, 4342.90, 4350.36
06/23/14, 4368.95, 4371.81, 4358.68, 4368.68
06/20/14, 4365.37, 4368.80, 4354.03, 4368.04
06/19/14, 4370.14, 4372.18, 4339.61, 4359.33
06/18/14, 4341.18, 4365.10, 4320.54, 4362.84
06/17/14, 4316.01, 4346.12, 4311.15, 4337.23
06/16/14, 4303.93, 4326.90, 4296.26, 4321.11
06/13/14, 4315.31, 4317.67, 4288.41, 4310.65
06/12/14, 4323.11, 4328.35, 4284.53, 4297.63
06/11/14, 4322.92, 4338.21, 4315.49, 4331.93
06/10/14, 4329.20, 4338.87, 4319.93, 4338.00
06/09/14, 4324.35, 4346.74, 4320.28, 4336.24
06/06/14, 4312.76, 4322.51, 4305.74, 4321.40
06/05/14, 4259.12, 4299.50, 4241.68, 4296.23
06/04/14, 4222.21, 4256.19, 4216.23, 4251.64
06/03/14, 4222.04, 4240.35, 4215.81, 4234.08
06/02/14, 4247.96, 4247.96, 4207.61, 4237.20
05/30/14, 4251.49, 4252.08, 4221.95, 4242.62
05/29/14, 4238.04, 4247.94, 4228.96, 4247.95
05/28/14, 4234.96, 4238.18, 4216.89, 4225.07
05/27/14, 4206.44, 4237.07, 4204.72, 4237.07
05/23/14, 4159.78, 4186.58, 4148.31, 4185.81
05/22/14, 4136.09, 4164.85, 4131.47, 4154.34
05/21/14, 4105.96, 4133.61, 4103.60, 4131.54
05/20/14, 4121.11, 4124.86, 4080.61, 4096.89
05/19/14, 4080.33, 4128.47, 4075.70, 4125.82
05/16/14, 4070.35, 4091.16, 4044.27, 4090.59
05/15/14, 4096.53, 4098.25, 4035.96, 4069.29
05/14/14, 4122.08, 4132.33, 4093.83, 4100.63
05/13/14, 4144.90, 4155.13, 4128.01, 4130.17
05/12/14, 4092.84, 4146.53, 4092.09, 4143.86
05/09/14, 4043.44, 4071.87, 4025.24, 4071.87
05/08/14, 4053.28, 4109.19, 4039.91, 4051.50
05/07/14, 4085.49, 4091.03, 4021.05, 4067.67
05/06/14, 4128.22, 4132.46, 4080.76, 4080.76
05/05/14, 4099.25, 4138.34, 4086.35, 4138.06
05/02/14, 4138.63, 4145.06, 4115.89, 4123.90
05/01/14, 4121.25, 4149.56, 4105.61, 4127.45
04/30/14, 4085.19, 4116.14, 4070.63, 4114.56
04/29/14, 4089.51, 4111.45, 4070.24, 4103.54
04/28/14, 4091.81, 4111.59, 4014.17, 4074.40
04/25/14, 4125.16, 4126.98, 4068.10, 4075.56
04/24/14, 4174.61, 4177.16, 4107.52, 4148.34
04/23/14, 4160.90, 4161.44, 4125.41, 4126.97
04/22/14, 4132.06, 4170.72, 4131.60, 4161.46
04/21/14, 4105.36, 4121.55, 4081.91, 4121.55
04/17/14, 4080.30, 4110.46, 4064.70, 4095.52
04/16/14, 4066.82, 4086.28, 4038.81, 4086.23
04/15/14, 4032.63, 4054.80, 3946.03, 4034.16
04/14/14, 4038.06, 4050.79, 3986.50, 4022.69
04/11/14, 4015.07, 4067.22, 3991.64, 3999.73
04/10/14, 4181.21, 4182.61, 4042.76, 4054.11
04/09/14, 4129.63, 4185.19, 4121.17, 4183.90
04/08/14, 4085.18, 4120.24, 4066.11, 4112.99
04/07/14, 4110.92, 4133.68, 4052.14, 4079.75
04/04/14, 4263.94, 4267.06, 4118.72, 4127.73
04/03/14, 4282.18, 4284.68, 4216.57, 4237.74
04/02/14, 4281.61, 4286.09, 4258.85, 4276.46
04/01/14, 4219.87, 4268.20, 4218.77, 4268.04
03/31/14, 4185.63, 4212.97, 4180.54, 4198.99
03/28/14, 4163.18, 4203.49, 4144.69, 4155.76
03/27/14, 4169.35, 4186.13, 4131.81, 4151.23
03/26/14, 4254.98, 4263.07, 4173.58, 4173.58
03/25/14, 4252.65, 4274.32, 4203.65, 4234.27
03/24/14, 4289.49, 4289.48, 4190.61, 4226.39
03/21/14, 4339.90, 4344.39, 4268.34, 4276.79
03/20/14, 4297.99, 4329.61, 4287.41, 4319.29
03/19/14, 4331.46, 4334.30, 4283.53, 4307.60
03/18/14, 4286.22, 4334.66, 4284.11, 4333.31
03/17/14, 4274.22, 4301.28, 4273.01, 4279.95
03/14/14, 4250.45, 4272.34, 4241.94, 4245.40
03/13/14, 4338.26, 4339.90, 4242.94, 4260.42
03/12/14, 4288.60, 4323.33, 4270.22, 4323.33
03/11/14, 4342.93, 4354.43, 4295.47, 4307.19
03/10/14, 4332.62, 4339.93, 4307.84, 4334.45
03/07/14, 4370.98, 4371.39, 4319.15, 4336.22
03/06/14, 4368.81, 4371.71, 4341.00, 4352.13
03/05/14, 4352.76, 4362.50, 4344.15, 4357.97
03/04/14, 4327.85, 4357.21, 4327.53, 4351.97
03/03/14, 4261.42, 4284.15, 4239.65, 4277.30
02/28/14, 4323.52, 4342.59, 4275.61, 4308.12
02/27/14, 4291.47, 4322.46, 4284.78, 4318.93
02/26/14, 4300.45, 4316.82, 4278.53, 4292.06
02/25/14, 4298.48, 4307.51, 4275.80, 4287.59
02/24/14, 4273.32, 4311.13, 4272.11, 4292.97
02/21/14, 4282.17, 4284.85, 4261.63, 4263.41
02/20/14, 4241.46, 4272.34, 4226.75, 4267.55
02/19/14, 4260.74, 4274.28, 4232.38, 4237.95
02/18/14, 4253.71, 4277.33, 4243.56, 4272.78
02/14/14, 4237.00, 4250.91, 4225.75, 4244.03
02/13/14, 4171.58, 4240.67, 4170.47, 4240.67
02/12/14, 4196.85, 4212.61, 4190.39, 4201.29
02/11/14, 4154.65, 4198.52, 4153.10, 4191.04
02/10/14, 4125.12, 4148.30, 4122.61, 4148.17
02/07/14, 4081.82, 4126.51, 4069.93, 4125.86
02/06/14, 4022.66, 4064.06, 4022.17, 4057.12
02/05/14, 4015.50, 4026.28, 3968.19, 4011.55
02/04/14, 4019.44, 4044.20, 4004.58, 4031.52
02/03/14, 4105.06, 4113.55, 3989.95, 3996.96
01/31/14, 4068.63, 4124.93, 4067.61, 4103.88
01/30/14, 4098.81, 4135.84, 4094.17, 4123.13
01/29/14, 4060.61, 4091.27, 4044.76, 4051.43
01/28/14, 4067.86, 4099.81, 4067.69, 4097.96
01/27/14, 4132.22, 4136.46, 4052.63, 4083.61
01/24/14, 4194.97, 4197.93, 4128.17, 4128.17
01/23/14, 4224.36, 4224.44, 4192.28, 4218.87
01/22/14, 4234.58, 4246.56, 4225.52, 4243.00
01/21/14, 4222.98, 4227.93, 4193.17, 4225.76
01/17/14, 4207.82, 4217.24, 4187.31, 4197.58
01/16/14, 4209.59, 4219.28, 4204.16, 4218.69
01/15/14, 4196.53, 4218.80, 4195.98, 4214.88
01/14/14, 4129.60, 4183.84, 4125.81, 4183.02
01/13/14, 4167.41, 4179.47, 4097.99, 4113.30
01/10/14, 4168.94, 4174.68, 4142.22, 4174.66
01/09/14, 4179.04, 4182.74, 4142.70, 4156.19
01/08/14, 4154.28, 4171.75, 4145.00, 4165.61
01/07/14, 4128.57, 4158.18, 4126.48, 4153.18
01/06/14, 4137.03, 4139.78, 4103.75, 4113.68
01/03/14, 4148.56, 4152.96, 4124.96, 4131.91
01/02/14, 4160.03, 4160.96, 4131.79, 4143.07
12/31/13, 4161.51, 4177.73, 4160.77, 4176.59
12/30/13, 4153.58, 4158.73, 4142.18, 4154.20
12/27/13, 4173.36, 4175.36, 4153.64, 4156.59
12/26/13, 4164.21, 4169.97, 4158.59, 4167.18
12/24/13, 4150.64, 4155.62, 4147.15, 4155.42
12/23/13, 4136.14, 4149.31, 4127.72, 4148.90
12/20/13, 4064.89, 4111.93, 4064.73, 4104.74
12/19/13, 4059.34, 4063.70, 4045.41, 4058.13
12/18/13, 4024.67, 4070.38, 3979.59, 4070.06
12/17/13, 4028.88, 4034.69, 4011.58, 4023.68
12/16/13, 4019.37, 4043.00, 4019.14, 4029.52
12/13/13, 4015.53, 4017.45, 3992.29, 4000.98
12/12/13, 4004.75, 4013.54, 3993.57, 3998.40
12/11/13, 4061.67, 4065.08, 3998.92, 4003.81
12/10/13, 4061.17, 4074.01, 4056.49, 4060.49
12/09/13, 4073.75, 4081.78, 4063.49, 4068.75
12/06/13, 4069.86, 4069.86, 4042.35, 4062.52
12/05/13, 4037.99, 4043.71, 4025.26, 4033.16
12/04/13, 4020.33, 4051.73, 4004.76, 4038.00
12/03/13, 4038.99, 4050.08, 4022.12, 4037.20
12/02/13, 4065.66, 4068.49, 4040.88, 4045.26
11/29/13, 4057.16, 4069.70, 4055.45, 4059.89
11/27/13, 4026.92, 4045.81, 4023.65, 4044.75
11/26/13, 3996.70, 4026.99, 3989.49, 4017.75
11/25/13, 4004.37, 4007.09, 3987.16, 3994.57
11/22/13, 3977.31, 3991.66, 3973.00, 3991.65
11/21/13, 3938.11, 3970.91, 3936.82, 3969.15
11/20/13, 3940.98, 3952.08, 3911.61, 3921.27
11/19/13, 3945.97, 3960.44, 3923.47, 3931.55
11/18/13, 3990.06, 3994.97, 3942.85, 3949.07
11/15/13, 3978.27, 3985.97, 3969.22, 3985.97
11/14/13, 3956.47, 3975.89, 3949.01, 3972.74
11/13/13, 3899.38, 3965.58, 3899.31, 3965.58
11/12/13, 3907.82, 3922.27, 3902.67, 3919.92
11/11/13, 3913.64, 3925.34, 3904.72, 3919.79
11/08/13, 3871.24, 3919.23, 3869.12, 3919.23
11/07/13, 3935.81, 3938.33, 3855.07, 3857.33
11/06/13, 3952.18, 3955.97, 3920.91, 3931.95
11/05/13, 3925.06, 3947.27, 3909.63, 3939.86
11/04/13, 3932.60, 3937.50, 3919.46, 3936.59
11/01/13, 3932.45, 3938.48, 3904.20, 3922.04
10/31/13, 3924.34, 3945.04, 3909.26, 3919.71
10/30/13, 3962.40, 3966.71, 3919.13, 3930.62
10/29/13, 3954.34, 3957.12, 3934.94, 3952.34
10/28/13, 3942.56, 3947.58, 3927.09, 3940.13
10/25/13, 3955.98, 3961.10, 3927.50, 3943.36
10/24/13, 3911.61, 3932.60, 3907.54, 3928.96
10/23/13, 3907.30, 3911.64, 3887.66, 3907.07
10/22/13, 3935.54, 3947.67, 3904.06, 3929.57
10/21/13, 3922.65, 3931.45, 3909.91, 3920.05
10/18/13, 3893.36, 3914.93, 3882.06, 3914.28
10/17/13, 3822.85, 3863.49, 3821.43, 3863.15
10/16/13, 3815.00, 3840.48, 3814.15, 3839.43
10/15/13, 3810.72, 3824.44, 3789.68, 3794.01
10/14/13, 3767.49, 3816.41, 3766.28, 3815.27
10/11/13, 3753.22, 3794.37, 3751.38, 3791.87
10/10/13, 3721.58, 3764.72, 3721.11, 3760.75
10/09/13, 3701.62, 3702.15, 3650.03, 3677.78
